City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Egvekinot,RU,66.3167,-179.1667,-19.5,92,85,7.43,overcast clouds
462,Road Town,VG,18.4167,-64.6167,80.69,83,40,10.36,scattered clouds
463,Leh,IN,34.1667,77.5833,3.06,86,85,1.74,overcast clouds
464,Saint-Pierre,RE,-21.3393,55.4781,80.28,78,0,14.97,clear sky
465,Kaseda,JP,31.4167,130.3167,50.34,78,100,11.72,overcast clouds
466,Burnie,AU,-41.0667,145.9167,60.94,89,71,3.02,broken clouds
467,Hamilton,US,39.1834,-84.5333,30.99,55,75,6.91,broken clouds
468,Singaraja,ID,-8.112,115.0882,77.97,83,98,1.28,overcast clouds
469,Brae,GB,60.3964,-1.353,37.31,87,100,12.75,overcast clouds
470,Sibolga,ID,1.7427,98.7792,75.29,90,96,2.95,overcast clouds
471,Okha,RU,53.5739,142.9478,-12.41,96,20,9.17,few clouds
472,Hastings,GB,50.8552,0.5729,50.79,85,100,33.2,light rain
473,Noyabrsk,RU,63.1994,75.4507,-12.33,100,99,9.28,overcast clouds
474,Chimoio,MZ,-19.1164,33.4833,73.26,78,75,0.45,broken clouds
475,Marawi,PH,7.9986,124.2928,63.64,91,100,2.93,overcast clouds
476,Kaoma,ZM,-14.7833,24.8,64.38,93,20,4.38,few clouds
477,Moose Factory,CA,51.2585,-80.6094,3.2,43,0,5.75,clear sky
478,Bajah,YE,13.8141,44.6301,65.77,65,4,2.46,clear sky
479,Sao Sebastiao,BR,-23.76,-45.4097,75.81,88,73,6.17,broken clouds
480,Urubicha,BO,-15.3833,-62.95,80.24,69,98,2.62,overcast clouds
481,Asau,RO,46.4333,26.4,29.95,84,100,3.87,overcast clouds
482,San Miguel,SV,13.4833,-88.1833,98.2,30,40,4.61,scattered clouds
483,Mitsamiouli,KM,-11.3847,43.2844,80.58,80,9,1.63,clear sky
484,Dingle,PH,10.9995,122.6711,74.05,94,94,6.58,overcast clouds
485,Hambantota,LK,6.1241,81.1185,76.01,81,100,11.21,overcast clouds
486,Fasa,IR,28.9383,53.6482,47.44,57,40,11.5,scattered clouds
487,Sabancuy,MX,18.9667,-91.1833,74.57,75,92,20.87,overcast clouds
488,Tochio,JP,37.4667,139.0,31.55,91,100,1.19,overcast clouds
489,Montepuez,MZ,-13.1256,38.9997,69.4,98,94,2.93,moderate rain
490,Pisco,PE,-13.7,-76.2167,78.85,53,0,16.11,clear sky
491,Langedijk,NL,52.7,4.8,50.99,70,100,13.0,overcast clouds
492,Houma,US,29.5958,-90.7195,57.0,33,0,11.01,clear sky
493,Sioux Lookout,CA,50.1001,-91.917,-2.13,50,75,6.91,broken clouds
494,Yongan,CN,39.6957,113.6871,1.47,93,78,1.3,broken clouds
495,Talcahuano,CL,-36.7167,-73.1167,64.08,72,40,17.27,scattered clouds
496,Souillac,MU,-20.5167,57.5167,81.36,89,40,8.05,scattered clouds
497,Hailey,US,43.5196,-114.3153,42.89,52,0,1.99,clear sky
498,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,89.4,21,0,5.01,clear sky
499,Shihezi,CN,44.3,86.0333,11.59,94,100,1.99,overcast clouds
500,Nelson Bay,AU,-32.7167,152.15,66.99,71,100,10.56,overcast clouds
501,Loa Janan,ID,-0.583,117.095,72.01,98,100,0.11,overcast clouds
502,Turukhansk,RU,65.8167,87.9833,-7.92,89,19,11.21,few clouds
503,Tezu,IN,27.9167,96.1667,53.01,44,0,4.88,clear sky
504,Hualmay,PE,-11.0964,-77.6139,75.97,70,10,12.26,clear sky
505,Walvis Bay,NA,-22.9575,14.5053,76.15,73,5,2.3,clear sky
506,Warri,NG,5.5167,5.75,80.98,78,96,6.98,overcast clouds
507,Maumere,ID,-8.6199,122.2111,78.67,80,96,1.57,overcast clouds
508,Peno,RU,56.9262,32.7426,24.98,84,100,12.3,overcast clouds
509,Paracatu,BR,-17.2222,-46.8747,73.15,86,59,6.64,broken clouds
510,Rumoi,JP,43.9344,141.6428,20.41,91,100,4.25,light snow
511,Alofi,NU,-19.0595,-169.9187,82.29,74,40,10.36,scattered clouds
512,Te Anau,NZ,-45.4167,167.7167,51.93,77,35,1.34,scattered clouds
513,Mahebourg,MU,-20.4081,57.7,81.25,89,40,8.05,scattered clouds
514,La Union,PE,-5.4,-80.75,84.04,49,76,17.74,broken clouds
515,Bikaner,IN,28.0167,73.3,65.1,22,0,9.28,clear sky
516,Kapuskasing,CA,49.4169,-82.4331,3.29,51,20,6.91,few clouds
517,Ambilobe,MG,-13.2,49.05,73.27,93,78,2.1,broken clouds
518,Molchanovo,RU,57.5817,83.7692,7.18,95,100,8.93,light snow
519,Coahuayana,MX,18.7333,-103.6833,96.28,34,93,7.47,overcast clouds
520,Pathalgaon,IN,22.5667,83.4667,53.76,29,3,3.71,clear sky
521,Yuanping,CN,38.7153,112.7575,17.06,63,3,7.54,clear sky
522,Korop,UA,51.5664,32.9586,23.02,87,24,8.12,few clouds
523,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.94,89,99,2.71,overcast clouds
524,Ewo,CG,-0.8725,14.8206,74.89,79,100,4.68,light rain
525,Billings,US,45.7833,-108.5007,55.51,27,75,10.36,broken clouds
526,Morant Bay,JM,17.8815,-76.4093,85.62,66,3,13.27,clear sky
527,Buraydah,SA,26.326,43.975,50.45,28,0,6.38,clear sky
528,Utiel,ES,39.5667,-1.2,50.18,71,100,11.32,overcast clouds
529,Povorino,RU,51.1945,42.2457,13.08,93,12,7.09,few clouds
530,General Salgado,BR,-20.6483,-50.3606,81.1,69,54,5.91,broken clouds
531,Djambala,CG,-2.5447,14.7533,70.68,84,97,3.4,overcast clouds
532,Hit,IQ,33.6416,42.8251,56.32,39,0,8.66,clear sky
533,La Rioja,ES,42.25,-2.5,46.18,81,100,11.54,overcast clouds
534,Matina,CR,10.0761,-83.2895,82.27,71,40,6.76,scattered clouds
535,Melilla,ES,35.2937,-2.9383,53.98,76,0,2.3,clear sky
536,Chavannes,CH,46.53,6.5707,46.58,66,6,3.56,clear sky
537,Kruisfontein,ZA,-34.0033,24.7314,65.19,88,23,7.27,few clouds
538,Raga,SS,8.4596,25.678,73.89,13,31,4.61,scattered clouds
539,Ornskoldsvik,SE,63.2909,18.7153,34.75,93,73,6.91,broken clouds
540,Baruun-Urt,MN,46.6806,113.2792,-17.77,99,72,2.19,broken clouds
541,Fuerte Olimpo,PY,-21.0415,-57.8738,97.75,26,90,6.53,overcast clouds
542,Shenkursk,RU,62.1091,42.896,10.49,96,100,6.69,overcast clouds
543,Maningrida,AU,-12.0667,134.2667,75.51,85,7,6.67,clear sky
544,Puerto Escondido,MX,15.85,-97.0667,86.94,50,97,6.42,overcast clouds
545,Port Blair,IN,11.6667,92.75,73.44,78,20,2.3,mist
546,Novoagansk,RU,61.9449,76.6625,-7.55,99,88,7.58,overcast clouds
547,Olafsvik,IS,64.8945,-23.7142,30.92,88,100,8.3,snow
548,Fort Frances,CA,48.5999,-93.4003,4.15,50,75,5.99,broken clouds
549,Olavarria,AR,-36.8927,-60.3225,79.02,42,1,10.38,clear sky
550,Comodoro Rivadavia,AR,-45.8667,-67.5,78.66,38,40,21.85,scattered clouds
551,Cayenne,GF,4.9333,-52.3333,80.1,87,75,11.5,mist
552,Prainha,BR,-1.8,-53.48,80.91,75,67,4.43,broken clouds
553,Almaznyy,RU,48.0448,40.045,24.94,88,5,3.94,clear sky
554,Salinas,US,36.6777,-121.6555,85.01,29,0,9.22,clear sky
555,Aljezur,PT,37.3191,-8.8033,57.38,87,100,9.98,overcast clouds
556,Carauari,BR,-4.8828,-66.8958,74.88,98,100,1.45,moderate rain
557,Sibut,CF,5.718,19.0739,81.21,22,100,3.38,overcast clouds
558,Yabelo,ET,4.8833,38.0833,70.29,23,84,5.91,broken clouds
559,Juquia,BR,-24.3208,-47.6347,81.16,69,3,4.21,clear sky
560,Diego De Almagro,CL,-26.3667,-70.05,80.51,16,35,12.8,scattered clouds
561,Sorland,NO,67.667,12.6934,33.66,58,100,25.28,light snow
562,Xam Nua,LA,20.4197,104.0439,55.15,99,100,2.17,overcast clouds
563,Sudislavl,RU,57.8817,41.7083,26.92,97,100,6.91,snow
564,Pierre,US,44.3683,-100.351,41.86,43,0,17.27,clear sky
565,Cutervo,PE,-6.379,-78.8157,60.58,73,97,2.82,moderate rain
566,Poum,NC,-20.2333,164.0167,81.48,77,95,12.95,overcast clouds
567,Chagoda,RU,59.164,35.3285,27.93,90,100,10.38,overcast clouds
568,Quincy,US,42.2529,-71.0023,31.1,88,100,11.5,snow
569,Tukrah,LY,32.5341,20.5791,53.46,77,0,2.46,clear sky
570,Calama,CL,-22.4667,-68.9333,75.69,16,0,26.46,clear sky
571,Aitape,PG,-3.1374,142.3475,77.4,88,100,3.65,overcast clouds
572,Tinde,TZ,-3.8833,33.2,67.71,82,97,2.62,overcast clouds
573,Baykit,RU,61.67,96.37,-18.24,100,93,3.69,overcast clouds
574,Ivanjica,RS,43.5803,20.2311,34.18,97,100,3.6,overcast clouds
575,Makakilo City,US,21.3469,-158.0858,77.32,64,20,12.66,few clouds
576,Alyangula,AU,-13.8483,136.4192,73.27,100,28,2.3,scattered clouds
577,Gobo,JP,33.8833,135.15,45.95,77,100,22.59,overcast clouds
578,Paratebueno,CO,4.3758,-73.2155,96.73,26,83,9.42,broken clouds
579,Farsund,NO,58.0948,6.8047,42.94,100,100,15.82,light rain
580,Belyy Yar,RU,53.6039,91.3903,-25.71,83,90,0.0,mist
581,Arco,IT,45.9177,10.8867,42.62,61,0,0.87,clear sky
582,Cerrito,CO,6.8432,-72.694,60.19,78,88,1.41,overcast clouds
583,Ranfurly,NZ,-45.1333,170.1,50.07,73,0,2.51,clear sky
584,Oeiras,BR,-7.0253,-42.1311,75.36,87,100,5.75,very heavy rain
585,Thiruvananthapuram,IN,8.4833,76.9167,78.78,89,20,3.44,mist
586,Nhulunbuy,AU,-12.2333,136.7667,77.61,88,6,4.61,clear sky
587,Araouane,ML,18.9048,-3.5265,65.1,18,65,10.8,broken clouds
588,Kodinsk,RU,58.6881,99.1844,-21.03,100,57,2.93,broken clouds
589,Stokmarknes,NO,68.5646,14.9108,32.49,100,100,26.46,light snow
590,Nhlangano,SZ,-27.1167,31.2,63.18,80,89,2.33,overcast clouds
591,Aranos,NA,-24.1333,19.1167,69.1,71,100,14.07,light rain
592,Quatre Cocos,MU,-20.2078,57.7625,81.09,83,79,14.23,broken clouds
593,Fethiye,TR,36.6217,29.1164,48.07,75,5,4.5,clear sky
594,Dubuque,US,42.4833,-90.8668,14.63,51,0,8.05,clear sky
595,Ixtapa,MX,20.7,-105.2,78.03,53,75,9.22,broken clouds
596,Svetlaya,RU,46.5389,138.3297,22.69,93,100,17.0,snow
597,Richmond,US,37.5538,-77.4603,35.89,88,100,12.66,mist
598,Zhezkazgan,KZ,47.8043,67.7144,29.44,98,100,12.64,light snow
599,Mnogovershinnyy,RU,53.9353,139.9242,-13.22,90,82,2.8,broken clouds
600,Kamien Pomorski,PL,53.9685,14.7726,40.95,74,100,17.11,overcast clouds
601,Obeliai,LT,55.9667,25.15,31.6,76,99,14.05,overcast clouds
602,Chumikan,RU,54.7183,135.315,-13.45,94,93,5.48,overcast clouds
603,Lithakia,GR,37.7167,20.8333,53.58,72,8,4.14,clear sky
604,Nouadhibou,MR,20.931,-17.0347,66.18,82,100,14.97,overcast clouds
605,Yhu,PY,-25.05,-55.9167,86.59,44,17,8.19,few clouds
606,Chernyshevskiy,RU,63.0128,112.4714,-24.32,100,69,1.57,broken clouds
607,Abohar,IN,30.15,74.1833,51.31,66,0,7.81,clear sky
608,Kalikino,RU,52.9493,39.8269,20.71,89,50,8.01,scattered clouds
609,Nyurba,RU,63.2842,118.3319,-22.88,100,98,1.3,overcast clouds
610,Abu Kamal,SY,34.4506,40.9171,54.18,39,0,3.33,clear sky
611,Meadow Lake,US,34.8014,-106.5436,57.97,18,0,5.39,clear sky
612,Saint Andrews,US,34.0454,-81.1293,60.89,53,40,10.36,scattered clouds
613,Dossor,KZ,47.5272,52.9811,23.29,86,6,14.2,clear sky
614,Zhaodong,CN,46.0833,125.9833,-7.58,99,100,5.7,overcast clouds
615,Karachi,PK,24.9056,67.0822,60.62,77,0,3.44,clear sky
616,Valparaiso,CL,-33.0393,-71.6273,70.03,69,75,12.66,broken clouds
617,Portales,US,34.1862,-103.3344,59.32,25,0,13.13,clear sky
618,Linares,CL,-35.85,-71.6,88.72,21,16,15.23,few clouds
619,Buchanan,LR,5.8808,-10.0467,80.56,84,36,5.64,scattered clouds
620,Nyrob,RU,60.733,56.7202,0.01,100,91,1.97,overcast clouds
621,La Orilla,MX,17.9833,-102.2333,85.15,45,71,7.9,broken clouds
622,Draguignan,FR,43.5333,6.4667,48.78,79,100,5.75,overcast clouds
623,Sinnamary,GF,5.3833,-52.95,77.76,88,62,10.07,broken clouds
624,Atambua,ID,-9.1061,124.8925,72.5,89,57,2.73,broken clouds
625,Voh,NC,-20.9667,164.7,80.89,80,100,3.65,overcast clouds
626,Marrakesh,MA,31.6315,-8.0083,60.87,27,0,2.3,clear sky
627,Saint Anthony,US,45.0205,-93.218,9.93,52,0,11.5,clear sky
628,Bud,US,39.447,-86.1758,26.31,79,100,9.78,light snow
629,La Solana,ES,38.9442,-3.2381,50.4,77,100,11.16,overcast clouds
630,Waverly,US,42.7392,-84.6208,20.48,78,100,9.22,overcast clouds
631,Pitea,SE,65.3172,21.4794,19.49,95,100,5.84,overcast clouds
632,Shahpur,IN,16.7,76.8333,70.21,36,0,8.46,clear sky
633,Belaya Gora,RU,68.5333,146.4167,-19.68,95,92,5.68,overcast clouds
634,Hirschaid,DE,49.8194,10.9908,40.51,86,8,5.55,clear sky
635,Thohoyandou,ZA,-22.9456,30.485,69.22,55,0,2.13,clear sky
636,Edd,ER,13.9297,41.6925,77.34,77,46,4.18,scattered clouds
637,Palauig,PH,15.435,119.9045,78.57,74,100,4.72,overcast clouds
638,Bayburt,TR,40.2589,40.2278,12.61,85,100,3.98,overcast clouds
639,Katobu,ID,-4.9408,122.5276,73.6,95,69,4.32,broken clouds
640,Lejanias,CO,3.5251,-74.0216,87.06,42,100,5.68,overcast clouds
641,Yarmouth,US,41.7057,-70.2286,35.71,91,100,13.8,mist
642,Kiama,AU,-34.6833,150.8667,70.57,77,100,1.99,overcast clouds
643,Solnechnyy,RU,50.7214,136.6319,7.52,95,100,4.68,overcast clouds
644,Atasu,KZ,48.6814,71.6433,25.59,96,100,12.15,light snow
645,Ucluelet,CA,48.9329,-125.5528,51.1,71,99,1.01,overcast clouds
646,Viedma,AR,-40.8135,-62.9967,91.81,14,0,8.08,clear sky
647,Sabanalarga,CO,10.6296,-74.9206,88.68,45,83,17.34,broken clouds
648,Edgewater,US,28.9889,-80.9023,73.44,82,100,17.27,overcast clouds
649,Les Cayes,HT,18.2,-73.75,81.41,62,4,10.45,clear sky
650,Xinzhou,CN,38.4092,112.7333,18.75,58,3,5.46,clear sky
651,Zaterechnyy,RU,44.7931,45.2097,31.57,63,0,3.11,clear sky
652,La Asuncion,VE,11.0333,-63.8628,85.73,58,92,18.41,overcast clouds
653,Andros,GR,37.8333,24.9333,50.74,59,95,24.07,overcast clouds
654,Meulaboh,ID,4.1363,96.1285,76.28,89,92,5.35,overcast clouds
655,Mount Isa,AU,-20.7333,139.5,73.17,94,25,0.0,scattered clouds
656,Langsa,ID,4.4683,97.9683,73.58,92,72,2.75,broken clouds
657,Ozernovskiy,RU,51.5,156.5167,17.65,59,10,7.31,clear sky
658,Bela,IN,25.9333,81.9833,52.63,62,0,2.89,clear sky
659,Bandarbeyla,SO,9.4942,50.8122,74.84,66,20,16.53,few clouds
660,Daru,PG,-9.0763,143.2092,79.2,80,38,10.13,scattered clouds
661,Tongren,CN,27.7172,109.1853,43.83,83,100,2.82,overcast clouds
662,Estelle,US,29.8458,-90.1067,57.06,31,0,13.8,clear sky
663,Saint-Georges,GD,12.0564,-61.7485,79.23,69,24,14.76,few clouds
664,Pucallpa,PE,-8.3791,-74.5539,80.64,89,75,5.75,moderate rain
665,Mae Sai,TH,20.4335,99.8762,55.89,43,9,2.82,clear sky
666,Lokosovo,RU,61.1333,74.8167,-10.93,100,96,6.8,overcast clouds
667,Kyren,RU,51.6828,102.1408,-9.9,94,99,1.61,overcast clouds
668,Dukat,RU,62.55,155.55,-28.62,100,31,3.62,scattered clouds
669,Guasdualito,VE,7.2424,-70.7324,95.0,34,20,6.91,few clouds
670,Qaqortoq,GL,60.7167,-46.0333,27.1,88,100,7.76,overcast clouds
671,Hirara,JP,24.8,125.2833,65.71,86,100,20.31,overcast clouds
672,Artyom,AZ,40.4723,50.333,41.14,62,80,20.2,broken clouds
673,Arlit,NE,18.7369,7.3853,71.22,11,0,8.75,clear sky
674,Kristiinankaupunki,FI,62.2743,21.376,35.24,94,100,16.84,overcast clouds
675,Kholodnyy,RU,62.7167,147.95,-41.51,100,73,1.32,broken clouds
676,Kwakoa,TZ,-3.7667,37.7167,74.05,76,96,4.97,overcast clouds
677,Bulaevo,KZ,54.9056,70.4439,-11.92,100,64,5.64,broken clouds
678,Altona,DE,53.55,9.9333,44.26,70,20,14.97,few clouds
679,Ulcinj,ME,41.9294,19.2244,40.93,70,23,1.74,few clouds
680,Watertown,US,42.3709,-71.1828,31.08,84,100,11.5,mist
681,Gigmoto,PH,13.7796,124.39,76.06,85,79,8.57,broken clouds
682,Takhtamukay,RU,44.9215,38.9958,33.91,83,0,6.71,clear sky
683,Pimentel,PE,-6.8367,-79.9342,80.89,57,0,16.11,clear sky
684,Zheleznodorozhnyy,RU,55.7503,38.0042,29.75,88,100,8.81,overcast clouds
685,Skerries,IE,53.5828,-6.1083,43.5,100,100,16.8,overcast clouds
686,Hay River,CA,60.8156,-115.7999,-11.22,70,75,2.3,broken clouds
687,Monroe,US,43.1501,-77.6831,19.9,67,100,9.22,overcast clouds
688,Klaksvik,FO,62.2266,-6.589,32.92,67,100,29.97,overcast clouds
689,Bonfim,BR,3.0833,-59.95,91.51,42,96,7.81,overcast clouds
690,Wiarton,CA,44.7407,-81.1332,13.03,67,75,9.22,broken clouds
691,Norrkoping,SE,58.5942,16.1826,38.39,83,100,10.36,overcast clouds
692,Ketchikan,US,55.3422,-131.6461,46.38,87,100,5.75,overcast clouds
